"Label","Text","Token_Length","Avg_Token_Length"
"inciteful"," পাকিস্তান জাতী সংগীত ছিল পবিত্র বানী আহা ","7","16"
"inciteful"," আল কুরআন ম গান-বাজনামদ্যপান ইসলাম সম্পূর্ণরুপ হারাম   জাতী সংগীত মান জাতী গান এ গান পাশাপাশিবিভিন্ন বাদ্যযন্ত্র বাজানো হ ","18","19"
"inciteful"," হাকিম রা মান ব্যাপার নির্দেশ আ তব সে শরিয় আইন দ্বা পরিচালিত হ হব ","14","15"
"hate_speech"," বিচারপতি কি কোরআন হাফেজ ? কোরআন কোথা না স জানব কিভাব ? ","12","12"
"hate_speech"," গান সংগিত ইসলাম হারাম সে জাতি হক কিংবা মহাজাতি হক আর বিচ প্রতির কা আম প্রশ্ন মাদ্রাস শিক্ষাথী যদি  গান বাজনা ","21","15"
"hate_speech"," ধুর হালা জালীম বাচ্চা অশিক্ষিত ছাগল ","6","16"
"communal_attack"," কির মালু চুলকা ক ","4","12"
"inciteful"," রবীন্দ্রনাথ ঠাকুর ত জীবদ্দশা সম্ভবত ১৯০৫ থ ১৯১১ সাল দি মুসলিম সংখ্যাগরিষ্ঠত ভিত্তি বাংলাদেশ নামক রাষ্ট্র সৃষ্ ঘোর বিরুদ্ধাচরণ কর দ্বিজাতিতত্ত্ব ভিত্তি বাংলাভাগ বিরুদ্ধ সভা সমাবেশ কর বৃহত্তর আসাম ত্রিপু নি য বিশাল বাংলাদেশ হওয় কথা তা অংকুর বিনষ্ট কর স মুসলিম বিদ্বেষী কবির গান ক এ দেশ জাতী সংগীত হ তা বুঝ আসেনা ","54","17"
"inciteful"," দ্বিতীয়তত বাংলাদেশ শতভাগ ইসলামি শিক্ষাল কওমী মাদ্রাসা গুলো কোন কাল জাতী সংগীত গা হত না না বৃটিশ না পাকীস্তান না বাংলাদেশ তো এখন ক একজন হিন্দু কবির লেখা কির্তন সদৃশ গান ক ইসলামী শিক্ষাল গাই বাধ্য ক হবে? তা যদি পাকিস্তান আমল   পাক স যমিন সাদ বাদ  গাইত বা বৃটিশ দের চাপি দে কোন গান গাইত তব কথা ছিল ","60","13"
"inciteful"," নারা‌য় তাকবীর আল্লাহু আকব ","5","16"
"inciteful"," শত্রুরা হু‌শিয় ","2","25"
"inciteful"," আম আলীর হা‌ত জুল‌ফিক ","4","17"
"inciteful"," আম ওমর ফারুক হুংক ","4","15"
"inciteful"," আম রণাঙ্গ‌ন খা‌লি‌ মত দুর্ব ","5","18"
"hate_speech"," ভা রবীন্দ্রচর্চারর উদ্ভব হ গাজা গুজা খা চরস আর ভাং এর অভাব পূরন ঝিমুনি ধরানোর জন্য আর যা হোক রক্ত গরম জন্য না ","23","13"
"hate_speech"," আম তা নাম দিয়ে পশ্চিমকাংলা আর আপন মত ভারত দালাল নাম দিয়ে কুলাঙ্গার!! ","13","16"
"hate_speech"," নষ্ট সংস্কৃতির ধারক বাহক তৎকালীন পশ্চিমবঙ্গ বিশিষ্ট নারী ব‍্যাবসায়ী রবীন্দ্রনাথ ঠাকুর লেখা ধর্মী হিন্দু দেব দেবী বন্দনা জাতী সঙ্গীত হিসাব গা কোরঅান পরিপন্থী নয়!? ","22","20"
"inciteful"," প্রচলিত জাতীয় সংগীত রচন প্রেক্ষাপট কয়েকজন তুল ধর তা সেদি গেলাম না সাংঘাতিক দু ভিন্ন উপাদান কারণ এ গান কখনো কিছু গ্রহণযোগ্য ন ১ এ মূলত ইসলাম তথা মুসলিম সমাজ বিরুদ্ধ বিষোদগ প্রকাশক এ পয়েন্ট শরীয়ত গান নিষিদ্ধ করব ২ গান আমা তৎকালীন দেশ গঠণ সম্পূর্ণ বিরুদ্ধ অবস্থান ও ভূমিকা পালন কর তা দেশদ্রোহ মূলক গান কখনো জাতীয় সংগীত হয় না ","61","15"
"inciteful"," নাচ গান ইসলাম নিষিদ্ধ এ কারো অজানা ন হাইকোর্ট জানেনা এ তা ব্যর্থতা ","13","14"
"hate_speech"," যখন ভাল মানুষ পাবনা আর পাগল ঢাকা শহর হা খা তখন এমন পরিস্থিতিরর উদ্ভব হ ","15","13"
"hate_speech"," ঐ জজ কাফ হ গ ঐ জজ ইহুদী দের দালালী কর মালুর গোলামী কর টাকা পা পেট মো য হ তা অনুমে যা মাদ্রাসা এ নোং সংগীত পক্ষ তা ক জমিন দাফন ক প্রত্যক মুসলিম জন্য ফরজ আইন হ গ শুন তাওহিদী মুসলমান যদি এ নোং প্রথা চালু হ যা তাহল ক আল্লাহর দরবার দাড়া পাড়ব না ইস্পাত ম কঠিন হওয় সম চল এস তৈরী হ ","62","13"
"hate_speech"," গোলো আ সবক মূর্খ!!যদি ","4","15"
"hate_speech"," বিচারপতিকোরআন হাফিজ হলো কবেব্যাক্কেল বাচ্চা ","5","25"
"inciteful"," ভা বাংলাদেশ আর মুসলমান ন হিজরা দখল চল গ গত ক বছরে! ","13","12"
"hate_speech"," গন্ড মুরখ হা দেশ কোরআন স্পর্ট ভাব লেখা আ গান বাজনা হরাম খানিকর পোলা জজ এমেরিক দালাল ","17","13"
"communal_attack"," উহু ভা ভারত দালাল ","4","12"
"communal_attack"," দেশ মা বানানো হ হিন্দু কালচ তা দেশ মা বল দুর্গা মা কালী মা স্বরস্বতী মায় কল্পনা কর ","19","13"
"inciteful"," আল্লাহ্ ব্যতীত আর কারো প্রতি মাথা ঠেকানোর কোন সুযোগ না ","10","14"
"inciteful"," এ বিষ পরিপূর্ন জান জন্য শাইখ আব্দুর রাজ্জাক বিন ইউসুফ এর লেকচার শুন পার য লেকচ এর জন্য ত বিরুদ্ধ ১০০০ কো টাকা জরিমানা ক হ ","25","15"
"inciteful"," এ জাতী সংগী কুফরী/ শিরক র তা কোন মুসলমান এ সংগীত গাই পারেনা জাতী সংগীত যদি হ 'হামদ বারী তালা' তাহল তা অবৈধ ন ","24","12"
"hate_speech"," আচ্ছা ও ছাগলায বললো কোরআনমজিদ কোন জায়গা লিখা আ জাতি সংগীত গা যাবেনা আম প্রশ্ন কোরআনমজিদ কোন জায়গা লিখা আ য জাতি সংগীত গা যাবে? জাতি সংগীত তো মানুষ বানানো স রবিঠাকুর য একজন অমুসলিম পুরা জাতি সংগী শিরক্ দি ভ জাতি সংগীত গাইল ই জাতি কিছু হ যায়না সে অন্তর ব্যাপ জাতি মূল্যবোধ নিজ কাছে","57","14"
"inciteful"," আম কথা হল মাদ্রাসা হ ধর্মী শিক্ষাপ্রতিষ্ঠান সেখান সঙ্গিত চর্চা হব ক ? ","13","15"
"communal_attack"," এ গান বাংলা দেবী সম্মোদন ক হ আর গান মাধ্যম ত পুজা ক হ দেবদেবীর পুজা ইসলাম বিরোধী ","18","14"
"hate_speech"," এগুলা কি শিরক নয়?শুধু মাদরাসা কেনো সকল জায়গা এ শিরক আর গান বাজনা কি হারাম নয়? ","15","13"
"inciteful"," সব মন্দির গির্জা নাত শরীফ পাঠ ক বাধ্যতামূলক ক হোক ","10","13"
"inciteful"," ইসলাম গান বাজনা হারাম এ যুক্তি ত জাতী সংহিত গা ও হারাম ","12","13"
"inciteful"," গান-বাজনামদ্যপান ইসলাম সম্পূর্ণরুপ হারাম জাতী সংগীত মান জাতী গান এ গান পাশাপাশিবিভিন্ন বাদ্যযন্ত্র বাজানো হ ","15","21"
"hate_speech"," হারাম খোর মুখ দি কখনো ভালো কথাব হবেনা সারাদিন জুতাপে করল বেরোবেনা ","12","17"
"hate_speech"," আওয়ামী বিচারক কথাবার্তা আওয়ামী কুলাঙ্গার মত হব তা কোন সন্দেহ না ","11","17"
"hate_speech"," রবীন্দ্রনাথ এ গান পরিপূর্ণ শির ভ মুসলিম গাইব কিভাবে?? ","9","18"
"inciteful"," জাতীয সংগীত গাই মাদ্রাসা বাধ্য ক যাব না রীটকারীর তো জ হলো ","11","15"
"inciteful"," সংগীত মান গান বর্তমান গান সাথ বাজনা তো থাক ইসলাম গান হারাম ","11","15"
"hate_speech"," গান ক গুলো শিরিকি গন্ধ আ ","6","14"
"communal_attack"," মুসলিম আমি বিচ পতি কি মালাউন না নাস্তিক সে তো জান হব পিপিলিক পাখা গজা মরিব তর এ কি বিচারক না অন্য কিছু পাবনা পাঠা না কার বিচারক মাথা ঠিক না কুকুর কামরাই বোধ এস সিনহা কৈ????? ","32","15"
"hate_speech"," রাজনীতি আর বালনীতি বল ক কি বুঝেন? ","7","12"
"inciteful"," আম কা মন হ ইসলামি কালচ ত ক সিকিউরি থ্রেট হিসাব মন হ এখান এক আইডেন্টি পলিটিক্স বা কালচারাল আগ্রাসন ব্যাপ আ বাঙা বনাম মুসলিম প্রথম ব্যাপ হলো বাংলাদেশী কারা?????৯০ বেঙ্গা মুসলিম বা বাংলা ভাষি মুসলিম ","36","16"
"communal_attack"," আর লালন নিজ ধর্ম লোক হিন্দুরানদী ফাল দি মুসলিমা তা মানুষ কর কারন মুসলিম মধ্য নবীজীর আদর্শ ছিল আর লালন কি করলো?? তা যা মানুষ কর সি মুসলিম ফ্যামালির সাথ বেইমানি কর হিন্দু ধর্ম ক বদনাম না কর পার নিজ এক আইডোলজি নি চল আস ","45","14"
"political_comment"," নির্বাচন গোপন সংবাদগু নয়ন ভা ছাড়া সম্ভব না নয়ন ভা আপন লেখা বেশী বেশী চা ","14","14"
"inciteful"," মার্কিনপন্থী ড কামাল যেহেতু ইসলামপন্থী পছন্দ কর না তা স ক্ষমতা আস পর ইসলামপন্থী ও ড কামাল মধ্য এক সংঘাত তৈরী করব চীনপন্থী এবং বিষয় তা সামাল দাব চীনপন্থী বাংলাদেশ সেনাবাহিনীর মাধ্যম দি ","33","16"
"inciteful"," দাদা এ আপন গত ২৫ সে‌প্টেম্ব‌র তথ্য গত ক‌য়েক দি‌ন আ‌গ আম দেখলাম ১০ জন সা‌বেক সেনা সদস্য গন‌ফোরা‌ম যোগ দি‌য়ে‌ছ ","21","14"
"religious"," আলহামদুলিল্লাহ! অবশাষ চিন্তামুক্ত হলাম ","4","26"
"religious"," অাল্লাহর রহম সুস্হ অাছ অালহামদুলিল্লাহ ","5","23"
"inciteful"," আপন সাথ আমি শতভাগ একমত কিন্তু এ বিষয় কাউ বুঝা পারিনা কেন? য সাথ কথা ব স পাশ কা যা সংঘবদ্ধ বা সিন্ডিকেট কর এগি য হব সত্য জ অনিবার্য ","30","13"
"religious"," মান পারলাম না এ মতবাদ কারণ এ আপন নিজস্ব অভিমত আল্লাহ চাইল পৃথিবী ওলটপালট কর সামান্য কিনচিদ সম যথেষ্ট ","20","14"
"inciteful"," ইহুদী ষড়যন্ত্র সম্পর্ জান কিছু ? তা হাজ বছর ধর তা মসীহ জন্য অপেক্ষা কর তা মসীহা আন তা সব প্রতিশ্রুতি পূরণ করত ","24","14"
"inciteful"," আজ থ #ইহুদী নি পোষ্ট করবো সাথ থাকুন ","8","12"
"hate_speech"," #ইহুদিদের_মুখোশ_উম্মোচন ","1","63"
"inciteful"," ইহুদি ধর্ম আর ইহুদিবাদ এক কথা ন ফিলিস্তিন জোর কর ইহুদি রাষ্ট্র গঠন করেপরবর্তী স ","14","15"
"communal_attack"," আম যদি যাকাত আর ফিত ঠিক জায়গায়ঠিক ম দিতাম তাহল ইয়াহুদী সুদ অর্থনীতি ধ্বংশ হ যেত এ তা ব্লাড ","18","15"
"religious"," এক দীর্ঘ সম পর এফ এস অনেক গুরুত্ব পূর্ন এক পোস্ট দিলেনএক চিন্তা ছিলাম য আপন কোন সমস্যা হলো কি না! যা হোক আপনা নিয়মিত আশাকরিআল্লাহ আপন পথ সহজ করুন! ","30","14"
"hate_speech"," তব আজ চিন্তা দূর হল আপন জন্য শুভ কামনা রইল মুখুশ খুল দিন আড়াল থাকা নরপশুদ ","16","12"
"hate_speech"," আবদুল্লাহ ইবন আব্বাস বেফাক শুকরানা মাহফিল প্রাপ্তি-অপ্রাপ্তি নিয় আপন দৃষ্টিভঙ্গি প্রকাশ কর অনুরোধ রইলো ","14","21"
"inciteful"," ইহুদি আর ক দিন ই রাজত্ব করব এই সামন মা খাব আমা হা ","13","12"
"inciteful"," দাদা অনেকদিন পর আপনা দাখ কিছু স্বস্থি ফির পেলামখুব চিন্তিত ছিলাম আপনা না দাখ ","14","16"
"inciteful"," মুসলিম সেদি হুশ না তা ব্যক্তি স্বার্থ নি ব্যস্ত ","9","16"
"inciteful"," এখন আর পা না আপনাকে? আপন প্রোফা সি-ফাস্ট ক তবু কোনো পোস্ট ন বর্তমান নি কিছু লিখুন ","16","14"
"religious"," নয়ন ভা সত্যি ভ পেয়েছিলাম শুকরিয়া আল্লাহর দরবার আপনি সুস্ত আছ ","11","15"
"communal_attack"," ইয়াহুদি দের সাথ লড় আগ ত এদেশ ইয়াহুদি এজেন্ট হিন্দু সাথ লড় হব ","13","14"
"religious"," ছল্লাল্লাহু আলাইহি ওয়া সাল্লাম নিয়মিত লেখা চা ","7","18"
"political_comment"," সামন ভোট কিছু ব ","4","12"
"inciteful"," আলী মোরতোজা দাদা নতুন জোট এর এক বিশ্লেষণ চা ","9","13"
"religious"," সত্যি অসাধারন বিশ্লেষণধর্মী লিখা আল্লাহ আপন সহায়হোন ","6","25"
"political_comment"," কামাল পারভেজ ভা বর্তমান রাজনীতিরর প্রেক্ষাপট নি কিছু লিখ ","9","17"
"political_comment"," নির্বাচন নি কিছু লিখ অপেক্ষা রইলাম ","6","17"
"religious"," শেষ জামান মুসলমান ম খাব ","5","15"
"inciteful"," মো বাদশা অালম জাতি আজ ঘুমিয়ে? ","6","11"
"inciteful"," নির্বাচন গোপন খবর গুলো জান চা আপন কা ","8","14"
"religious"," আপন জন্য চিন্তিত ছিলাম যা হোক আল্লাহর কা শুকরিয়া ","9","14"
"political_comment"," বিশ্ব প্রধানমন্ত্রী অনেক দিন পর দাদা হিরু আলম ব্যাপার পোষ্ট চা ","10","17"
"hate_speech"," লীগ য মুসলিম না সে এদেশ কিছু আবাল বিশ্বাস কর না ","11","12"
"inciteful"," ও দার্শনিক ম্যাকিয়াভেলির নীতি অনুসরণ কর ","6","18"
"inciteful"," ধর্মবাজ সাজ ভণ্ডামি করেও মুলত ধর্ম প্রধান শত্রু ","8","17"
"hate_speech"," পুজা কর মাথা ধর্ম লেভাস পড় গ চিন্তা কর দরক না ","11","13"
"hate_speech"," কুলাংগ অাইয়ুব বাচ্চুর মৃত্যু নি বিবি প্রথুম অালু নিঊজ কর কর ভাসা ফাল তা বাংলাদেশ খেলাফত মজলিস আমির প্রিন্সিপাল মাওলানা হাবিবুর রহমান ৬৯ ইন্তেকাল কর ইন্নালিল্লাহি ওয়া ইন্না ইলাইহি রাজিউন ত মৃত্যুর সংবাদ একটু প্রচ করলো না… ","35","18"
"hate_speech"," বাংলাদেশ গর্ব আইয়ুব বাচ্চুর মৃত্যু কলকাত দাদা কমেন্ট এ দাখ বুঝ নিন কোন নজর তা আমা দাখ থা ","18","16"
"religious"," আমি ৫ ওয়াক্ত নামাজ পড়ি এমনকি তাহাজ্জুদ কাযা হয়না সো আমি একটু আধটু পুজা করল কি এমন আস যা আর হিন্দু যদি এক্টু সুবিধা না দ তাহল আম ক্ষমতা ক দির্ঘায়িত করবে??? ","32","12"
"religious"," মোসলেহ্ মূ'আজ চৌধুরী ভা আপনি প্রথম মানুষ না মুসলিম ","9","14"
"hate_speech"," মোসলেহ্ মূ'আজ চৌধুরী সব মুসলমান মানুষ কিন্তু সব কাফির অমানুষ ","10","15"
"communal_attack"," মোসলেহ্ মূ'আজ চৌধুরী আপন ম চুপা হিন্দু সচরাচর দৃশ্যমান হয়না ","10","16"
"hate_speech"," হাচুদি বল ভারত কাপড় খুল যা দি সারাজীবন মন রাখব কিন্তু ঐ মুর্খ শালী জানেনা মালু কোনদিন উপকারীর উপক স্বীক করেনা ","21","15"
"inciteful"," প্রতিবছর কোরবানীর পশুর হাট সংখ্যা কম অন্যদি প্রতিবছর দূর্গাপুজ মন্ডপ বাড় শুধু তা ন কোরবানীর জন্য নিদিষ্ট জায়গা ঠিক কর দ কিন্ত মন্ডপ বেলা সেরকম বিধিনিষেধ ন ","27","16"
"communal_attack"," য দেশ প্রধান নেত জন্ম হিন্দুর গর্ভ থেকেদাসি রানি বালা স হিন্দু ধর্ম ছাড়া ইসলাম ধর্ম চিনব কি করে? ধিক্ক জানা ভারতী দালাল ও ত মা ","26","14"
"political_comment"," মোসলেহ্ মূ'আজ চৌধুরী আম বন্ধু মাঝ একতা বজা রাখ পারি না অথচ এক মানুষ যা হোক না কেন? এক গো জাতী ঐক্যবদ্ধ কর য ফলশ্রুতি আমা বাংলাদেশ তিনি যুদ্ধ পরবর্তী তাঁর ভাষণ বল বাংলাদেশ অসাম্প্রদায়িক হব তাঁর কারণ এ ধর্ম নাম ধর পূর্ববর্তী সম… ","44","15"
"hate_speech"," হিন্দু তা মহিলা ভগবান দেবী বল অ নাস্তিক হুমায়ান অাহমেদ ও ত বি মুসলিম ছেলেমেয়ে মুখ দেবী নাম উচ্চারণ করা যা মুসলিম জন্য শিরক ৯০ মুসলিম দাশ এ নাম অবিলম্ব প্রত্যাহ ক হোক ","32","15"
"hate_speech"," মোসলেহ্ মূ'আজ চৌধুরী বাল পোস্ট জ্ঞানপাপী আমি উন ম শিক্ষিত ন আমি আপন তাল নাচ যা আমি এক কথা ভা সে হলো আমি মানুষ আম কর্তব্য প্রথম একজন মানুষ হিসাব পর আমি মুসলিম আম কর্তব্য মুসলিম হিসাব আর স সাপেক্ষ আম বিবেচনা বোধ প্রয়োগ কর হব ","46","14"
"hate_speech"," আলোর পথ যাত্রী আবাল হিন্দু ফেক আইডি দিয়া রিপ্ল দ বে ","11","12"
"hate_speech"," মোসলেহ্ মূ'আজ চৌধুরী এ শাল জঙ্গিএ ফেক আইডি তর ক কই যা গিয়া প্রোফাইল ঘাট ","15","13"
"hate_speech"," মোসলেহ্ মূ'আজ চৌধুরী তু প্রথম মানুষ না মুসলিম সে ভাব ","10","14"
"hate_speech"," আলোর পথ যাত্রী আবাল তো মুখ খোলস পড় মুসলিম বল আর আম চিনবো না?????? / তোর প্রফাইল তো দেখলাম তু তো হিন্দু ","22","11"
"hate_speech"," মোসলেহ্ মূ'আজ চৌধুরী ক বল তোর আমি হিন্দু যা এবাউট গিয়া দেখ শাল মূর্খপাগল কোথাক ","15","15"
"hate_speech"," আলোর পথ যাত্রী পাগল তো তু নিজ যা তু তোর এবাউট দেখ ভুল কর ফেক আইডি তৈরি কর ধর্ম ইসলাম এ দি ভুল গেছ ","24","11"
"hate_speech"," মোসলেহ্ মূ'আজ চৌধুরী ধর্ম ইসলাম এ দিল আমি মুসলিম??আর না দিল হিন্দু??আম ফ্যামি মেম্বার নাম দেখ না আম বাড়ী সিলেট বালাগঞ্জ গহরপুর কওমী আমির আল্লামা শফির আগ আমির নূর উদ্দীন রহ বাড়ীর পাশ আম বাড়ী পারল এখান এস দেখ শালা ","40","15"
"hate_speech"," আলোর পথ যাত্রী ধর্ম ইসলাম দেওয় সাহস নাই??? নাকি ঘৃণা কর যা হোক ******ধর্ম ইসলাম এ দিল আমি মুসলিম??***** এ যদি হ তাহল আমি ব ফ্যামে মেম্ব মুসলিম হল কি মুসলিম হ যায়????? ","33","13"
"hate_speech"," মোসলেহ্ মূ'আজ চৌধুরী শাল পাগল তোর জন্য পাবন টিকিট কাট হব দেখ 😂😂😂ফেসবু ধর্ম দেয়া না দেয়া নি তু সাহসিকত প্রশ্ন তুলেছিসস ","21","16"
"communal_attack"," আলোর পথ যাত্রী ছুপা মালু যদি ফেক আইডি খোল মুসলিম নাম তারপর তা প্রফাইল ধর্ম ইসলাম এ লিখ সংকোচ বোধ হ ","21","13"
"hate_speech"," মোসলেহ্ মূ'আজ চৌধুরী হাল পাগল গহরপুর আইসা দেখ ","8","15"
"hate_speech"," খন্দক তুহিন এ হলো নামধারী মুসলিম তথা মুনাফেক ","8","16"
"religious"," মোসলেহ্ মূ'আজ চৌধুরী ক প্রকৃত মুমিন সে আল্লাহ বিচ করব ","10","15"
"hate_speech"," মোসলেহ্ মূ'আজ চৌধুরী বাল আবাল বাঙাল ","6","15"
"hate_speech"," আলোর পথ যাত্রী বাঙাল আর যা হোক তো লেখ ধরণ কমেন্ট পোষ্ট এগুলা দাখ অন্তত এ বুঝ পার যেতো কোন ঘাট লোক ","22","12"
"religious"," আপন সম্পর্ বেশি কিছু বল পারবনা শুধু এতটুকু বল চা দেখ আম এ পৃথিবী এমনি এমনি আসিনি বা এমনি সৃষ্ করেনি আম জানি এবং বিশ্বাস করি আর আল্লাহ তায়ালা মুহাম্মদ সাল্লাহু আলাইহি ওয়া সাল্লাম যদি সৃষ্ না করত তা নাহ… ","40","14"
"inciteful"," আপনি যা ইসলামিক গবেষক বলছ তা নাস্তিক ন নাস্তিক হল সব ধর্ম সমালোচনা কর কিন্তু দেখব তা শুধু ইসলাম সমালোচনা কর / ত মান তা ইসলাম বিদ্বেষী কোনো গোষ্ঠীর এজেন্ডা বাস্তবায়নকারী য বিনিম প্রচুর টাকা পা / ইসলাম শেখ জন্য মক্কা মদিনা সহ বিশ্ব বড়ো বড়ো আলেম কা যাবো কিন্তু আপন কি মন হ মুসলিম এ সব শয়তান চেলা কা যাব ? শয়তান কিন্তু মুসলিম ছিলো অনেক জ্ঞানী ছিল কিন্তু মুফতি আব্দুল্লাহ মাসুদ মুফাস্সিল আসিফ মহিউদ্দিন ম গাদ্দারি কর কারণ আল্লাহ তা অভিশপ্ত অন্তর্ভুক্ত কর দিয় আর আল্লাহ বল দিয় য মুসলিম মাঝ গু কয়েক লোক শয়তান অনুসারি হব এবং এ তা / আর মন রাখব মহান আল্লাহ জান্নাত যেমন বানাইছ তেমনি জাহান্নাম বানাইছ / কেউ যদি শয়তান সাথ জাহান্নাম য চা তাহল স যাব ত জন্য পূর্ণ স্বাধীনতা দেয়া আ / কোন সত্য কোন মিথ্যা মৃত্যুর পর সবা দেখব / তখন ভূল শোধরানোর আর কোনো সুযোগ থাকবেনা / ","149","14"
"hate_speech"," নাস্তিক বল কিছু ন আসল ইসলাম খাটো কর যত অপচেষ্ আপনা অন্য ধর্ম বিরুদ্ধবাদ কর বলতেছিনা জাস্ট ইন্ডিয়া গি বল থাক হিন্দু ধর্ম হলো জোকার ধর্ম এ জোক তৈরি কর যদি বল পার তাহল স দেশ সরক & জনতা আপনার প্যান্ট খুল পাছা বাঁশ ঢুকাব ","47","14"
"inciteful"," সিহান পারভেজ আমিত না জান এমনিএক কথা বল আসল তা য ভুল পথ আ বুঝ পার না আর ভা পৃথিবীর প্রথম মানব হযরত আদম আ ক আল্লাহ তায়ালা যখন তৈরী কর জান্নাত রাখ তখন জান্নাত ভিতর কি লেখা ছিল জানেন? জান না শুধু শুধু ফালতু কথা ব লেখা ছিল লা ইলাহা… ","51","12"
"hate_speech"," বারেক ওবামা মৃণাল কান্তি হলো হাসিন সেক্স পার্টন ","8","16"
"hate_speech"," স হাসিনা হিন্দু তোষন করবেনা ?? ","6","12"
"communal_attack"," কোন দাশ বাস করি তা নিজ বল পারিনা এই কি ভারত নাকি রেন্ডিয়া!!!!! ","13","12"
"hate_speech"," কোন দাশ বাস করি তা নিজ বল পারিনা এই কি ভারত নাকি রেন্ডিয়া!!!!! ","13","12"
"inciteful"," খেলাফত খুব নিকট ","3","14"
"religious"," খেলাফত কি? ","2","12"
"religious"," তরুণ মাঝ ইসলামিক বিষ অধ্যায়ন মানসিকতা ","6","19"
"religious"," সৃষ্ লক্ষ্য আল্লাহর অশেষ দয়া শুরু হলো বিপ্লবী কণ্ঠস্বর' এর ","10","16"
"inciteful"," রবিউল আলম মাহমুদ বঙ্গবন্ধুর সৈনিক কোথা ","6","18"
"hate_speech"," হেড়াম থাকল এ মালাউন নাম আইসি আইন মামলা দিন ","9","14"
"hate_speech"," বঙ্গবন্ধু পিচাশ বল বাংলা বসবাস? ","5","18"
"hate_speech"," কুলাঙ্গার ফেইসবুক লিংক দিয়ে ","4","21"
"hate_speech"," হিন্দু দোষ দিয় লাভ কি এদেশ মুসলিম তো খারাপ বেশিরভাগ!! ","10","15"
"inciteful"," বাংলাদেশ শিরক অন্তর্ভুক্ত ক হয় ","5","22"
"hate_speech"," মুসলিম রা আ গুতা গুতি ","5","12"
"inciteful"," সাধারণ হিন্দু আজীবন লীগ সাথ আ ","6","16"
"hate_speech"," পরিবেশ বাদী মুখ এখন গু ","5","13"
"hate_speech"," খানকী না এ জন্য এমন ","5","9"
"hate_speech"," শেখ হাসিনা হিন্দুর বংশ লোক ","5","15"
"hate_speech"," লীগ মান মুর্তি পূজারী ","4","14"
"hate_speech"," হিন্দু য পা খা স পা হাগু কর এ চিরন্তন সত্য কথা ","11","13"
"inciteful"," কিছু বল চা নবাব সিরাজ য ভুল কর তিনি স ভুল কর ফলাফল এক হওয় কথা ","16","11"
"political_comment"," কোন কিছু জনসুবিধ বাহির হ উচিৎ না ","7","14"
"religious"," ইনশাআল্লাহ ","1","33"
"inciteful"," এসব বল্ল চাকরি থাকব না ","5","12"
"inciteful"," ভাবুক মন মুসলমান এখন সঠিক সিধান্ত নি হব ","8","14"
"communal_attack"," হিন্দু তো বেইমানি ছাড়া এ দেশক কিছু দি পার নি ","10","12"
"hate_speech"," এগুল শুন্ ঘৃনা লাগ তব এ বাস্তবায়ন কর কি করে? ","10","13"
"religious"," মুসলমান হল তো মূল্যায়ন করত? এ প্রথম মানুষ হ হবে?? ","10","13"
"religious"," মোসলেহ্ মূ'আজ চৌধুরী আপনি প্রথম মানুষ না ধার্মিক ","8","15"
"inciteful"," স্বদেশ চৌধুরী সরক যা নি পূর্জা কর একদিন সরক ক নি পূর্জা করব তা ধ্বংস অনির্বাজ ","16","15"
"inciteful"," সত্য সম্রাজ্ঞী এইব প্রতি স্কুল পূজ ছু ১০দিন ","9","16"
"inciteful"," সৌদি নি কিছু লিখ ভায়া ","5","12"
"hate_speech"," চটুজ্জ মশা চক্কতী মশা এর হাইব্রিড মুন ল ॥ ","9","12"
"inciteful"," ঈমান খোঁজ কয়েক দিন আগ রেডিও শুনলাম দেরভিঘা জমি দান কর মন্দির জন্য! ","13","14"
"inciteful"," ঈমান খোঁজ হুমএখান ও পোস্ট আছেআগ পোস্ট দেখ ","8","16"
"hate_speech"," কুলাংগ অাইয়ুব বাচ্চুর মৃত্যু নি বিবি প্রথুম অালু নিঊজ কর কর ভাসা ফাল তা ","12","18"
"religious"," ইলাইহি রাজিউন ত মৃত্যুর সংবাদ একটু প্রচ করলো না কারন এ ইসলাম বিদ্বেষীইহুদী দালাল তবু ওন জানাযা লাখ লাখ মুসল্ শরীক হয় মাওলানা হাবীবুর রহমান ঐতিহ্যবাহী ","24","18"
"inciteful"," একি বল জাকির নায়েক! 🤢🤐🤐 বাংলাদেশ সরক নাম মুসলিম হল ভারত হিন্দু হয় কাজ কর এর চেয় লজ্জাজনক আর কি হ পারে? ছি ছি ছি মুসলিম দেশ বল পরিচয় দ অথচ সরকারী বা বেসরকারী কোন এক ইসলামিক চ্যান ন যা ছিলো তা আব বন্ধ কর দেওয়া হয় অবশ্য জবাব দি হব একদিন আল্লাহর কা লক্ষ লক্ষ মানুষ সঠিক দ্বীন ইসলাম জানা ও শিক্ষা গ্রহণ ক থ বঞ্চিত কর রেখ ","69","13"
"inciteful"," হিন্দু বিহেভিয় দাখ মন হ না তা মুসলমান সহানুভূতির প্রয়োজন আ এ পক্ষ সম্ভব হল এ মুসলমান তাড়ি এ দেশ দখল কর নিত ","23","14"
"inciteful"," মঙ্গল মুসলিম ছিলো না ","4","14"
"hate_speech"," ভাইজান ইন্ডিয়া মুসলিম দের সাথ কেমন ব্যাবহ ক হ জান ত কিন্তু বাংলাদাশ এমন হিন্দু সাথ ব্যাবহ ক হ না জান গি দাখ আসুন ইন্ডিয়া মুসলিম কি অবস্থা ","26","15"
